Temperature,Correlation,ID,Comparison
320,0.777109656318774,1ezvC00,AlphaFold
320,0.8780311077105333,1gwcA02,AlphaFold
320,0.5917531662090407,1d0bA00,AlphaFold
320,0.9715226025542136,1rq2B02,AlphaFold
320,0.6721104143473499,1uoyA01,AlphaFold
320,0.7912717927763536,1nycA00,AlphaFold
320,0.6777829327952144,1epwA01,AlphaFold
320,0.9523570523872608,1a7gE00,AlphaFold
320,0.5410748520962932,1ulvA04,AlphaFold
320,0.7020795575749355,1bh3A00,AlphaFold
320,0.8339074659068189,1b5fB00,AlphaFold
320,0.9055640865172556,1j2rA00,AlphaFold
320,0.8226279077073838,1t0iA00,AlphaFold
320,0.7004704458728896,1tvjA00,AlphaFold
320,0.8445007719507563,1b9nA03,AlphaFold
320,0.7188604065734966,1a2nA02,AlphaFold
320,0.7029608747054047,1b97A00,AlphaFold
320,0.4857953123918667,1chzA00,AlphaFold
320,0.7350510243587558,1fgxA00,AlphaFold
320,0.7284271681502509,1q2zA00,AlphaFold
320,0.9235070077652016,1sr8A02,AlphaFold
348,0.6521569476596402,1oygA01,AlphaFold
348,0.7108966662871484,1dh3A00,AlphaFold
348,0.8679405295612579,1cywA00,AlphaFold
348,0.864042978173125,1g7uA00,AlphaFold
348,0.8279362062631072,1ffsB00,AlphaFold
348,0.740245122310933,1lm8V01,AlphaFold
348,0.9405116811651671,1ng6A02,AlphaFold
348,0.9668888376835508,1l7yA00,AlphaFold
348,0.7154740554028669,1c7sA02,AlphaFold
348,0.6113686035541827,1a3dA00,AlphaFold
348,0.8346749503601668,1jswA02,AlphaFold
348,0.7983493114413126,1dkiA02,AlphaFold
348,0.5546158061669653,1uh4A02,AlphaFold
348,0.7742080308077302,1u60A00,AlphaFold
348,0.8905790464036136,1eb6A00,AlphaFold
348,0.9649474677258842,1sqpF00,AlphaFold
348,0.5990687864332774,1s5lH00,AlphaFold
348,0.8219063471631172,1c3gA01,AlphaFold
348,0.9428303760674672,1c30A08,AlphaFold
348,0.9188054459264208,1e0bA00,AlphaFold
348,0.654918405981225,1iq8A02,AlphaFold
348,0.9087312401094136,1svpA01,AlphaFold
348,0.6168466949556439,1gz1A00,AlphaFold
348,0.8060986766417997,1k32A01,AlphaFold
348,0.8616022093903228,1inlC02,AlphaFold
348,0.8144216855596419,1qhhA00,AlphaFold
348,0.8703857087333353,1l3wA03,AlphaFold
348,0.7192665367472362,1j78A05,AlphaFold
348,0.9341585737469196,1ryuA00,AlphaFold
348,0.9029510539716388,1mzvA00,AlphaFold
348,0.9090931932758576,1tezA01,AlphaFold
348,0.9077729461748488,1n3kA00,AlphaFold
348,0.7712252594283581,1h7zA00,AlphaFold
348,0.6222647106680589,1ceuA00,AlphaFold
348,0.9215812256483686,1fohA03,AlphaFold
348,0.8748189665959636,1c8uA01,AlphaFold
348,0.8797812418769548,1hsjB03,AlphaFold
348,0.7862071225820338,1ca1A01,AlphaFold
348,0.9026507928571588,1qexA03,AlphaFold
348,0.899554959002073,1rzuA02,AlphaFold
348,0.7899488748246709,1dl5A01,AlphaFold
348,0.8740173337153232,1qwzA00,AlphaFold
348,0.8445669294445569,1fwxA01,AlphaFold
348,0.8294433052350687,1gjsA00,AlphaFold
348,0.91314318065668,1ihvA00,AlphaFold
348,0.8657501245193563,1jl5A00,AlphaFold
348,0.844724386534602,1gntA02,AlphaFold
348,0.7888209109536284,1o82A00,AlphaFold
348,0.6069638334920874,1epwA01,AlphaFold
348,0.803028397274134,1uoyA01,AlphaFold
348,0.6124370024110176,1nycA00,AlphaFold
348,0.8744484629806695,1d0bA00,AlphaFold
348,0.9695574831131322,1rq2B02,AlphaFold
348,0.9251939335295274,1gwcA02,AlphaFold
348,0.6957951658903838,1ezvC00,AlphaFold
348,0.7395903320771718,1h67A00,AlphaFold
348,0.5255552180138411,1escA00,AlphaFold
348,0.5277082001826603,1rv9A00,AlphaFold
348,0.7720432431474659,1tltA02,AlphaFold
348,0.7868221905068339,1o0sA02,AlphaFold
348,0.8124474248670599,1l3gA00,AlphaFold
348,0.3128949132762574,1c7sA04,AlphaFold
348,0.4668171527817046,1gcyA02,AlphaFold
348,0.7976123397288092,1eakA01,AlphaFold
348,0.8640965500992731,1dpgA02,AlphaFold
348,0.8938794526086397,1g86A00,AlphaFold
348,0.9563680087317744,1mabB01,AlphaFold
348,0.7181983323425548,1pe4A00,AlphaFold
348,0.858153284961493,1sr8A02,AlphaFold
348,0.894191181521663,1q2zA00,AlphaFold
348,0.827663345029152,1fgxA00,AlphaFold
348,0.8353089443839531,1chzA00,AlphaFold
348,0.9265453789013536,1b97A00,AlphaFold
348,0.7755897976770809,1a2nA02,AlphaFold
348,0.8955163209950074,1b9nA03,AlphaFold
348,0.6690759249282907,1tvjA00,AlphaFold
348,0.8927789388743066,1t0iA00,AlphaFold
348,0.9494708954496012,1j2rA00,AlphaFold
348,0.847726043009388,1b5fB00,AlphaFold
348,0.742822717368416,1bh3A00,AlphaFold
348,0.7014357268194295,1a7gE00,AlphaFold
348,0.5709241441025052,1ulvA04,AlphaFold
348,0.970625665423316,1jbiA00,AlphaFold
348,0.7295275166848044,1lucB00,AlphaFold
348,0.9000782807021764,1gqoB00,AlphaFold
348,0.825317177300781,1a48A01,AlphaFold
348,0.7436145260763831,1b06A01,AlphaFold
348,0.9139629933041882,1j7mA00,AlphaFold
348,0.9313466152604452,1uapA00,AlphaFold
348,0.6084484726000297,1sk7A00,AlphaFold
348,0.639076727436243,1bo7A00,AlphaFold
348,0.8686483575617161,1sxrA00,AlphaFold
348,0.6637992194258042,1a39A00,AlphaFold
348,0.8377481638758908,1pqwA00,AlphaFold
348,0.9588419756452258,1kx3D00,AlphaFold
348,0.6675890142734038,1mnmC00,AlphaFold
348,0.5318601328710021,1jj2A03,AlphaFold
348,0.5526580189245434,1gyxA01,AlphaFold
348,0.6737739203389446,1eq6A00,AlphaFold
348,0.885315272839691,1sznA02,AlphaFold
348,0.8830199299394496,1iyuA00,AlphaFold
348,0.6849964359362104,1lkoA01,AlphaFold
348,0.953723591054108,1hpgA02,AlphaFold
348,0.7645904431357443,1bagA01,AlphaFold
348,0.9406843603413204,1gvhA01,AlphaFold
348,0.8148810255247689,1dy2A00,AlphaFold
348,0.5995737364559138,1ti2A01,AlphaFold
348,0.9411307688396144,1mkfA01,AlphaFold
348,0.8564832974434279,1um8A02,AlphaFold
348,0.7481886069292502,1c5eA00,AlphaFold
348,0.8929856329298937,1sknP00,AlphaFold
348,0.7373804977428959,1jbjA02,AlphaFold
348,0.9416751462768758,1pv4B01,AlphaFold
348,0.9337624055061428,1ow4A00,AlphaFold
348,0.608734766856823,1q5zA00,AlphaFold
348,0.639049396449767,1gxmB00,AlphaFold
348,0.6442026312594348,1cb5A01,AlphaFold
348,0.862956651829273,1k70A02,AlphaFold
348,0.8482324757274864,1hk5A03,AlphaFold
348,0.7595221182152386,1d2nA02,AlphaFold
348,0.6998980839778376,1gwyA00,AlphaFold
348,0.8595462642370043,1eerA00,AlphaFold
348,0.8218944841267217,1ceeB00,AlphaFold
348,0.8489129344286355,1tuaA01,AlphaFold
348,0.871116134306092,1b2rA02,AlphaFold
348,0.6467491669302844,1k8kF00,AlphaFold
348,0.6598244001442484,1c5kA02,AlphaFold
348,0.8131861593519913,1jw3A00,AlphaFold
348,0.7120585409372597,1tyeA00,AlphaFold
348,0.4394057478497737,1khcA01,AlphaFold
348,0.7314815478021771,1ry9A00,AlphaFold
348,0.9390321304511792,1gccA00,AlphaFold
348,0.7429270333472136,1ghsA00,AlphaFold
348,0.819578696629639,1bgqA00,AlphaFold
379,0.8899091148793666,1h67A00,AlphaFold
379,0.7383191476722482,1gwcA02,AlphaFold
379,0.5174854524390459,1uoyA01,AlphaFold
379,0.5301061124612033,1nycA00,AlphaFold
379,0.7440407288012715,1d0bA00,AlphaFold
379,0.951061163225666,1rq2B02,AlphaFold
379,0.4299690464551486,1epwA01,AlphaFold
379,0.8413697085221706,1mabB01,AlphaFold
379,0.8947325783481022,1pe4A00,AlphaFold
379,0.8648490256047545,1dpgA02,AlphaFold
379,0.7108769086638147,1g86A00,AlphaFold
379,0.8551847523747732,1eakA01,AlphaFold
379,0.4576242588199015,1gcyA02,AlphaFold
379,0.7271729397680319,1tltA02,AlphaFold
379,0.6901936528765359,1o0sA02,AlphaFold
379,0.9507172425661724,1l3gA00,AlphaFold
379,0.659529496292544,1c7sA04,AlphaFold
379,0.5872274325427318,1escA00,AlphaFold
379,0.8392035997081428,1rv9A00,AlphaFold
379,0.7966748041653029,1b9nA03,AlphaFold
379,0.7379704028035141,1a2nA02,AlphaFold
379,0.8625298222204458,1b97A00,AlphaFold
379,0.8181346698786702,1fgxA00,AlphaFold
379,0.7967274674329083,1chzA00,AlphaFold
379,0.6920428974691334,1q2zA00,AlphaFold
379,0.9164610471806742,1sr8A02,AlphaFold
379,0.7477549989337464,1ulvA04,AlphaFold
379,0.7002806041455882,1a7gE00,AlphaFold
379,0.5622101910226848,1bh3A00,AlphaFold
379,0.8933852491936031,1b5fB00,AlphaFold
379,0.8278462215852365,1j2rA00,AlphaFold
379,0.8496241970680619,1t0iA00,AlphaFold
379,0.5044749966172505,1tvjA00,AlphaFold
379,0.9015894761121036,1c3gA01,AlphaFold
379,0.938061630358281,1sqpF00,AlphaFold
379,0.6744728249089107,1s5lH00,AlphaFold
379,0.6210509707366774,1uh4A02,AlphaFold
379,0.6455621548722453,1u60A00,AlphaFold
379,0.2084605191752532,1eb6A00,AlphaFold
379,0.8771527223334122,1ng6A02,AlphaFold
379,0.8494729698722763,1l7yA00,AlphaFold
379,0.6587747034695405,1c7sA02,AlphaFold
379,0.800518037647892,1a3dA00,AlphaFold
379,0.6539293710656008,1jswA02,AlphaFold
379,0.8608007965995439,1dkiA02,AlphaFold
379,0.72878943101045,1ffsB00,AlphaFold
379,0.7224347868714116,1lm8V01,AlphaFold
379,0.8925554811316161,1cywA00,AlphaFold
379,0.543233371947781,1g7uA00,AlphaFold
379,0.7807909169766445,1oygA01,AlphaFold
379,0.9162754815887444,1dh3A00,AlphaFold
379,0.7801207242892749,1j78A05,AlphaFold
379,0.8892483694532893,1inlC02,AlphaFold
379,0.6360807354289582,1qhhA00,AlphaFold
379,0.934017159329244,1l3wA03,AlphaFold
379,0.6220725018516927,1gz1A00,AlphaFold
379,0.8208605342198274,1k32A01,AlphaFold
379,0.8050135525123103,1svpA01,AlphaFold
379,0.9576882962586816,1c30A08,AlphaFold
379,0.9317199023628292,1e0bA00,AlphaFold
379,0.6590905617651929,1iq8A02,AlphaFold
379,0.8955090325834931,1c8uA01,AlphaFold
379,0.7411602627820658,1ceuA00,AlphaFold
379,0.8649875316441649,1fohA03,AlphaFold
379,0.750013994288222,1h7zA00,AlphaFold
379,0.8095850442808151,1n3kA00,AlphaFold
379,0.935214648913664,1tezA01,AlphaFold
379,0.8503132090133606,1ryuA00,AlphaFold
379,0.8597307168143333,1mzvA00,AlphaFold
379,0.3591333106655893,1gntA02,AlphaFold
379,0.8973517841227784,1o82A00,AlphaFold
379,0.8200043668740084,1jl5A00,AlphaFold
379,0.7871006104813444,1ihvA00,AlphaFold
379,0.7722065000138542,1fwxA01,AlphaFold
379,0.944227690109873,1gjsA00,AlphaFold
379,0.8843890040618394,1rzuA02,AlphaFold
379,0.8889223199865764,1dl5A01,AlphaFold
379,0.8874062320614123,1qwzA00,AlphaFold
379,0.7303227606865741,1ca1A01,AlphaFold
379,0.8891723930402085,1qexA03,AlphaFold
379,0.863736695480973,1hsjB03,AlphaFold
379,0.5406987365783774,1gxmB00,AlphaFold
379,0.6670609180239722,1q5zA00,AlphaFold
379,0.8396943797089383,1ow4A00,AlphaFold
379,0.9228850127784568,1pv4B01,AlphaFold
379,0.8117448534486321,1jbjA02,AlphaFold
379,0.4540522908206574,1sknP00,AlphaFold
379,0.7792602770058364,1hk5A03,AlphaFold
379,0.8426230355238321,1k70A02,AlphaFold
379,0.7624401312458753,1cb5A01,AlphaFold
379,0.9059604944228044,1k8kF00,AlphaFold
379,0.80811648178658,1b2rA02,AlphaFold
379,0.793085104036733,1d2nA02,AlphaFold
379,0.6214487461742213,1gwyA00,AlphaFold
379,0.3840439322342765,1ceeB00,AlphaFold
379,0.6706099033856366,1eerA00,AlphaFold
379,0.6800199459114419,1tuaA01,AlphaFold
379,0.7077626401317965,1ghsA00,AlphaFold
379,0.7266306292543022,1bgqA00,AlphaFold
379,0.6143148374854326,1gccA00,AlphaFold
379,0.8247327974935877,1khcA01,AlphaFold
379,0.7723054064823618,1ry9A00,AlphaFold
379,0.7086790651982081,1jw3A00,AlphaFold
379,0.7572841316726017,1tyeA00,AlphaFold
379,0.5228338480099152,1c5kA02,AlphaFold
379,0.86836354432878,1a48A01,AlphaFold
379,0.777442659303709,1b06A01,AlphaFold
379,0.8760883267741251,1gqoB00,AlphaFold
379,0.7503353109530051,1lucB00,AlphaFold
379,0.931434880093626,1jbiA00,AlphaFold
379,0.8025453712721758,1sk7A00,AlphaFold
379,0.6990650974476861,1bo7A00,AlphaFold
379,0.8919499370550302,1uapA00,AlphaFold
379,0.871750917474217,1j7mA00,AlphaFold
379,0.8593543817180486,1gvhA01,AlphaFold
379,0.5994371137345051,1bagA01,AlphaFold
379,0.7480145119369301,1iyuA00,AlphaFold
379,0.5945465101524762,1lkoA01,AlphaFold
379,0.8747048780459307,1hpgA02,AlphaFold
379,0.795876554862094,1eq6A00,AlphaFold
379,0.8955376371924583,1sznA02,AlphaFold
379,0.825310556127338,1gyxA01,AlphaFold
379,0.7179397234649765,1pqwA00,AlphaFold
379,0.7043954764164579,1kx3D00,AlphaFold
379,0.8745626211677753,1mnmC00,AlphaFold
379,0.3868234471568891,1jj2A03,AlphaFold
379,0.8668208815248877,1sxrA00,AlphaFold
379,0.6957443977815455,1a39A00,AlphaFold
379,0.688819351899476,1c5eA00,AlphaFold
379,0.8109838801202558,1um8A02,AlphaFold
379,0.914238602099165,1mkfA01,AlphaFold
379,0.6622802046519146,1dy2A00,AlphaFold
379,0.6827937067411155,1ti2A01,AlphaFold
413,0.7621412368412253,1bo7A00,AlphaFold
413,0.3166998315625908,1sk7A00,AlphaFold
413,0.4249908866408964,1j7mA00,AlphaFold
413,0.8413964861245405,1uapA00,AlphaFold
413,0.7873367889924522,1gqoB00,AlphaFold
413,0.340492894747246,1a48A01,AlphaFold
413,0.8199128564498022,1b06A01,AlphaFold
413,0.9137024630134544,1jbiA00,AlphaFold
413,0.6586609532629697,1lucB00,AlphaFold
413,0.91103981285852,1mkfA01,AlphaFold
413,0.6298343696325972,1um8A02,AlphaFold
413,0.9102286954239076,1c5eA00,AlphaFold
413,0.8147267225123958,1dy2A00,AlphaFold
413,0.80470328816229,1ti2A01,AlphaFold
413,0.5595492549368501,1gyxA01,AlphaFold
413,0.6785945257474552,1eq6A00,AlphaFold
413,0.8379219181414137,1sznA02,AlphaFold
413,0.7936057726901219,1iyuA00,AlphaFold
413,0.3645801662645173,1lkoA01,AlphaFold
413,0.238383632792386,1hpgA02,AlphaFold
413,0.7236000334446546,1bagA01,AlphaFold
413,0.8184347135938992,1gvhA01,AlphaFold
413,0.6661466922234265,1a39A00,AlphaFold
413,0.7775819551967736,1sxrA00,AlphaFold
413,0.805444521417213,1kx3D00,AlphaFold
413,0.7752682306469038,1pqwA00,AlphaFold
413,-0.3855415965457606,1jj2A03,AlphaFold
413,0.7572134754677026,1mnmC00,AlphaFold
413,0.7272325379016146,1cb5A01,AlphaFold
413,0.6479720203538366,1k70A02,AlphaFold
413,0.6229126671689909,1hk5A03,AlphaFold
413,0.8441586733202554,1ow4A00,AlphaFold
413,0.5035367538969384,1q5zA00,AlphaFold
413,0.4383143585878615,1gxmB00,AlphaFold
413,0.6277598345103674,1sknP00,AlphaFold
413,0.756598298101061,1jbjA02,AlphaFold
413,0.8114277422433088,1pv4B01,AlphaFold
413,0.4238348282476569,1ry9A00,AlphaFold
413,0.9134815322610472,1khcA01,AlphaFold
413,0.8023577478123562,1gccA00,AlphaFold
413,0.7924045753490514,1bgqA00,AlphaFold
413,0.5270021144553733,1ghsA00,AlphaFold
413,0.5673569844050838,1c5kA02,AlphaFold
413,0.7559887630804797,1tyeA00,AlphaFold
413,0.69745942254037,1jw3A00,AlphaFold
413,0.8676080927270868,1k8kF00,AlphaFold
413,0.8903716645370232,1d2nA02,AlphaFold
413,0.6189536805402026,1gwyA00,AlphaFold
413,0.7733996857708441,1tuaA01,AlphaFold
413,0.6813733756225252,1eerA00,AlphaFold
413,0.7383359600583453,1ceeB00,AlphaFold
413,0.7547020804067925,1b2rA02,AlphaFold
413,0.5774509346012635,1inlC02,AlphaFold
413,0.6562638855685378,1qhhA00,AlphaFold
413,0.918116147968564,1l3wA03,AlphaFold
413,0.8778810478362893,1j78A05,AlphaFold
413,0.9153658499096404,1e0bA00,AlphaFold
413,0.6618212513290115,1c30A08,AlphaFold
413,0.1653649251779919,1iq8A02,AlphaFold
413,0.5177249692437014,1svpA01,AlphaFold
413,0.7437132518876435,1k32A01,AlphaFold
413,0.5833534569539343,1gz1A00,AlphaFold
413,0.8411354916251857,1l7yA00,AlphaFold
413,0.8792608049369304,1c7sA02,AlphaFold
413,0.7910259640029533,1ng6A02,AlphaFold
413,0.7783892667451873,1a3dA00,AlphaFold
413,0.7592604618852618,1dkiA02,AlphaFold
413,0.6559398570250897,1jswA02,AlphaFold
413,0.6857778944800639,1uh4A02,AlphaFold
413,0.2184005839738112,1eb6A00,AlphaFold
413,0.5164474508118679,1u60A00,AlphaFold
413,0.7662372127588163,1s5lH00,AlphaFold
413,0.8699331462518561,1sqpF00,AlphaFold
413,0.6069891496444692,1c3gA01,AlphaFold
413,0.7494561230859716,1oygA01,AlphaFold
413,0.8770202371812098,1dh3A00,AlphaFold
413,0.8183621958707861,1cywA00,AlphaFold
413,0.789820436355629,1g7uA00,AlphaFold
413,0.7092219692733136,1lm8V01,AlphaFold
413,0.8637254099098064,1ffsB00,AlphaFold
413,0.2276147391450676,1ihvA00,AlphaFold
413,0.594301591597143,1jl5A00,AlphaFold
413,0.7444814769727777,1o82A00,AlphaFold
413,0.8842559987581842,1gntA02,AlphaFold
413,0.6137575663905768,1hsjB03,AlphaFold
413,0.7598522120086264,1qexA03,AlphaFold
413,0.6896721140504167,1ca1A01,AlphaFold
413,0.9005531243774022,1dl5A01,AlphaFold
413,0.8511402610022452,1rzuA02,AlphaFold
413,0.927855962372802,1qwzA00,AlphaFold
413,0.6758647828606535,1gjsA00,AlphaFold
413,0.7747266471167877,1fwxA01,AlphaFold
413,0.7461712197676037,1h7zA00,AlphaFold
413,0.6640272086295933,1ceuA00,AlphaFold
413,0.4967029443339536,1fohA03,AlphaFold
413,0.291695057529563,1c8uA01,AlphaFold
413,0.8507024694547577,1mzvA00,AlphaFold
413,0.7851570987850048,1ryuA00,AlphaFold
413,0.8687490424661353,1tezA01,AlphaFold
413,0.590888535006121,1n3kA00,AlphaFold
413,0.8341666630135438,1dpgA02,AlphaFold
413,0.8986687821611479,1g86A00,AlphaFold
413,0.901455124625242,1mabB01,AlphaFold
413,0.8665719719558915,1pe4A00,AlphaFold
413,0.7153860025672701,1rv9A00,AlphaFold
413,0.4164385213658333,1escA00,AlphaFold
413,0.9073186629580984,1c7sA04,AlphaFold
413,0.5575376051139306,1o0sA02,AlphaFold
413,0.7256839868503209,1tltA02,AlphaFold
413,0.8991546391556035,1l3gA00,AlphaFold
413,0.3980234719002491,1gcyA02,AlphaFold
413,0.6747292462957799,1eakA01,AlphaFold
413,0.7571313868608273,1gwcA02,AlphaFold
413,0.8412581311259424,1h67A00,AlphaFold
413,0.4059839157433659,1epwA01,AlphaFold
413,0.3736026903804882,1nycA00,AlphaFold
413,0.8645845509911481,1uoyA01,AlphaFold
413,0.5705479169193477,1rq2B02,AlphaFold
413,0.3472171775445498,1d0bA00,AlphaFold
413,0.419667320986623,1bh3A00,AlphaFold
413,0.7314694947609258,1a7gE00,AlphaFold
413,0.9020786466081724,1ulvA04,AlphaFold
413,0.6988728946783679,1t0iA00,AlphaFold
413,0.6245683609919559,1tvjA00,AlphaFold
413,0.8186222536486999,1b5fB00,AlphaFold
413,0.835201643852342,1j2rA00,AlphaFold
413,0.7732091390038742,1b97A00,AlphaFold
413,0.7510455042146569,1a2nA02,AlphaFold
413,0.4657665578866558,1b9nA03,AlphaFold
413,0.9466460631133196,1sr8A02,AlphaFold
413,0.4810585609698433,1q2zA00,AlphaFold
413,0.5567148470700766,1chzA00,AlphaFold
413,0.7890058834773284,1fgxA00,AlphaFold
450,0.7093987851799342,1j78A05,AlphaFold
450,0.7370237900104464,1inlC02,AlphaFold
450,0.9137311837829468,1l3wA03,AlphaFold
450,0.7294043956815692,1qhhA00,AlphaFold
450,0.6096687928659075,1k32A01,AlphaFold
450,0.497342151448692,1gz1A00,AlphaFold
450,0.6247271295973433,1svpA01,AlphaFold
450,0.63706824983341,1c30A08,AlphaFold
450,0.7128870370221396,1e0bA00,AlphaFold
450,0.5531398360026683,1iq8A02,AlphaFold
450,0.863543118251851,1c3gA01,AlphaFold
450,0.4565078603595334,1s5lH00,AlphaFold
450,0.7036943273937544,1sqpF00,AlphaFold
450,0.6256980625342239,1uh4A02,AlphaFold
450,0.3518846778240331,1eb6A00,AlphaFold
450,0.5330015284980993,1u60A00,AlphaFold
450,0.7126970362142927,1ng6A02,AlphaFold
450,0.3415714703608281,1c7sA02,AlphaFold
450,0.7622583303966338,1l7yA00,AlphaFold
450,0.5161747962832471,1dkiA02,AlphaFold
450,0.3691279651103429,1jswA02,AlphaFold
450,0.8545354865064174,1a3dA00,AlphaFold
450,0.6975090592569884,1ffsB00,AlphaFold
450,0.8021587577722544,1lm8V01,AlphaFold
450,0.8184986932671868,1cywA00,AlphaFold
450,0.671388385815033,1g7uA00,AlphaFold
450,0.7494145708288807,1oygA01,AlphaFold
450,0.5887209707642529,1dh3A00,AlphaFold
450,0.6189206939667067,1gntA02,AlphaFold
450,0.7213994421571169,1o82A00,AlphaFold
450,0.6021560794473398,1jl5A00,AlphaFold
450,0.6195308677353943,1ihvA00,AlphaFold
450,0.4667504634328775,1gjsA00,AlphaFold
450,0.6196174185870101,1fwxA01,AlphaFold
